date,city,temperature (C)
2023-07-31,,30.3
2023-02-12,New York,32.4
2023-09-14,New York,7.4
2023-02-05,New York,3.9
2023-12-04,New York,15.5
2023-12-06,San Diego,15.3
2023-11-04,Seattle,26.4
2023-01-04,New York,32.6
,Austin,17.7
2023-08-31,New York,38.2
2023-09-08,,33.7
2023-04-21,,33.0
,San Diego,39.2
2023-01-21,Austin,39.8
2023-02-17,New York,37.7
2023-11-13,Phoenix,24.7
2023-09-01,Seattle,25.8
2023-06-01,Austin,6.2
2023-11-21,San Diego,35.1
2023-07-24,,18.6
2023-02-10,Seattle,20.3
2023-03-07,New York,8.4
2023-05-24,San Diego,21.8
2023-09-11,New York,22.0
2023-02-09,Seattle,17.9
2023-02-13,San Diego,37.3
2023-10-24,San Diego,4.2
2023-02-06,Austin,23.3
2023-08-21,New York,20.2
2023-03-01,,0.7
2023-12-18,Seattle,23.1
2023-11-06,Seattle,0.9
2023-02-12,Austin,21.9
2023-11-05,Seattle,25.7
2023-12-20,San Diego,28.9
2023-12-13,Austin,13.3
2023-04-09,San Diego,2.2
2023-07-06,New York,21.5
2023-06-28,Phoenix,39.7
2023-10-30,Phoenix,6.4
,Phoenix,9.6
2023-06-27,Austin,37.1
2023-02-01,,19.7
2023-10-28,New York,39.3
2023-08-06,,11.4
2023-01-09,Austin,30.8
,Phoenix,10.9
2023-04-14,San Diego,0.4
2023-01-20,Seattle,8.8
2023-01-24,Phoenix,35.8
2023-04-29,Phoenix,7.3
2023-06-04,Phoenix,
2023-09-25,Phoenix,19.4
2023-08-11,New York,19.6
2023-04-11,New York,18.6
2023-01-11,San Diego,
2023-06-30,Austin,23.0
2023-04-06,New York,26.3
2023-07-29,New York,34.5
2023-12-26,San Diego,1.8
2023-07-07,Seattle,14.0
2023-11-04,New York,38.5
2023-12-17,Phoenix,12.4
2023-03-18,New York,22.7
,Phoenix,12.9
2023-10-23,Phoenix,35.9
2023-01-05,Seattle,30.3
2023-10-09,,12.9
2023-02-22,Seattle,7.3
2023-05-24,Phoenix,32.0
2023-10-04,Austin,26.8
2023-04-17,New York,2.5
2023-03-13,,7.3
2023-07-16,,
2023-03-28,Phoenix,9.5
2023-12-15,New York,18.0
2023-10-27,,11.2
2023-06-19,Phoenix,27.5
2023-09-03,Seattle,24.4
2023-12-27,New York,16.8
2023-10-06,,
2023-05-26,Seattle,5.4
2023-09-05,San Diego,23.5
2023-10-09,San Diego,19.6
2023-02-21,New York,16.6
2023-08-28,New York,0.1
2023-01-20,Seattle,28.9
2023-09-28,Seattle,4.0
2023-03-16,Austin,5.5
2023-08-18,Seattle,3.5
2023-06-09,New York,8.7
,Seattle,7.7
2023-02-15,Seattle,26.7
2023-06-01,New York,
2023-10-22,,13.6
2023-07-13,San Diego,0.9
2023-04-23,New York,28.5
,Austin,26.7
2023-02-20,Seattle,7.3
2023-04-09,Austin,30.6
2023-07-04,Austin,36.0
2023-10-28,San Diego,27.5
2023-03-18,Austin,37.5
2023-05-18,Austin,14.1
2023-05-13,New York,3.9
2023-04-23,San Diego,1.2
,New York,
2023-03-23,Austin,28.7
2023-06-03,Seattle,5.8
2023-04-02,San Diego,38.0
,Phoenix,19.3
2023-06-11,Phoenix,
,New York,0.3
2023-07-28,Seattle,26.9
2023-09-16,New York,18.3
2023-07-07,Seattle,5.4
2023-03-12,New York,38.3
2023-07-03,San Diego,10.2
,New York,19.7
2023-01-09,New York,15.8
2023-03-02,Seattle,0.6
,Seattle,13.2
,Austin,22.0
2023-11-25,New York,31.0
2023-08-11,,17.1
2023-08-15,Seattle,15.6
2023-06-02,San Diego,35.9
2023-11-19,Seattle,1.7
2023-06-03,San Diego,22.1
2023-03-19,Austin,5.1
,New York,21.5
2023-02-05,New York,
2023-03-27,San Diego,26.9
2023-07-01,Phoenix,27.1
2023-11-03,Phoenix,1.4
2023-06-29,,30.3
2023-04-16,New York,13.2
2023-08-17,New York,
2023-01-05,Phoenix,9.8
2023-12-24,Phoenix,2.7
2023-08-29,New York,29.9
2023-03-18,Phoenix,29.4
2023-09-05,Austin,23.7
2023-04-04,San Diego,4.6
2023-05-01,San Diego,
2023-01-22,Phoenix,15.2
2023-11-15,Seattle,26.6
2023-02-25,San Diego,13.6
,Austin,34.7
2023-11-17,San Diego,12.6
2023-02-07,Seattle,24.5
2023-10-29,San Diego,18.7
2023-10-11,New York,9.1
2023-01-03,San Diego,10.5
2023-03-23,Phoenix,12.8
2023-12-26,San Diego,22.7
2023-08-20,Phoenix,5.0
2023-03-21,New York,
2023-07-19,New York,21.8
2023-01-13,Seattle,33.1
2023-11-29,,28.0
2023-01-04,Seattle,
2023-06-27,Seattle,38.7
2023-11-26,Austin,19.5
2023-11-04,Seattle,40.0
2023-09-12,New York,
,,22.9
2023-06-25,New York,19.6
2023-01-31,Austin,1.4
2023-08-08,San Diego,15.4
2023-09-12,San Diego,40.0
,Seattle,26.4
2023-05-13,Phoenix,32.8
2023-05-26,Seattle,30.5
2023-09-11,Austin,23.4
2023-01-03,Austin,36.5
,,
2023-12-20,San Diego,24.8
2023-05-04,,29.3
2023-08-07,Seattle,33.6
2023-12-05,,32.8
2023-12-17,,1.8
2023-08-23,Seattle,
2023-01-20,New York,33.0
2023-07-11,New York,34.6
,New York,39.9
2023-10-02,San Diego,
2023-01-18,Seattle,5.1
2023-03-22,Austin,15.6
2023-10-01,Seattle,24.0
2023-10-14,San Diego,32.7
2023-11-24,San Diego,
2023-11-13,,24.5
2023-10-14,New York,31.4
,New York,13.3
2023-10-19,Austin,
2023-05-28,Austin,12.6
2023-03-28,Austin,10.6
2023-12-26,Austin,27.5
2023-02-03,New York,37.7
2023-08-08,New York,39.5
2023-05-17,Seattle,10.2
2023-01-11,New York,3.8
2023-07-01,Phoenix,3.8
,,
2023-07-10,,37.7
2023-09-26,Phoenix,8.5
2023-10-25,San Diego,12.7
2023-04-30,New York,15.2
2023-05-25,Austin,8.2
2023-04-16,New York,34.0
2023-10-22,Seattle,11.7
2023-08-13,Phoenix,29.1
,New York,19.7
2023-08-30,Austin,
2023-07-10,Phoenix,
2023-10-13,Austin,7.8
2023-07-27,Austin,8.6
2023-09-22,Austin,7.2
2023-12-22,San Diego,0.1
2023-11-01,Phoenix,30.1
2023-03-24,Phoenix,37.7
2023-11-08,New York,36.4
2023-05-08,Seattle,21.2
2023-10-12,Austin,39.7
2023-05-21,Phoenix,33.3
2023-06-10,Phoenix,33.0
2023-05-24,Phoenix,29.9
2023-12-06,Austin,2.9
2023-09-12,Seattle,29.3
2023-02-17,Austin,16.5
,Seattle,11.2
,Phoenix,
2023-10-03,New York,37.8
2023-02-01,Seattle,18.2
2023-06-29,San Diego,13.4
2023-09-23,San Diego,6.4
2023-08-25,San Diego,24.2
2023-05-07,,3.3
2023-06-16,New York,35.3
2023-05-06,Austin,23.5
2023-10-21,New York,36.4
,Phoenix,19.9
2023-09-15,Austin,11.7
2023-09-23,San Diego,20.8
2023-06-27,Austin,29.9
2023-11-05,Austin,16.0
2023-08-24,Seattle,3.7
2023-12-06,San Diego,10.8
2023-09-28,Phoenix,3.6
2023-05-27,Phoenix,37.7
2023-10-21,Phoenix,9.6
2023-02-10,Seattle,33.9
2023-10-17,,37.9
2023-06-06,Seattle,2.7
2023-01-28,Seattle,19.5
2023-04-05,Austin,1.0
2023-05-16,San Diego,
,New York,29.7
2023-12-17,San Diego,7.0
2023-08-22,New York,26.5
2023-04-24,Seattle,19.9
2023-01-27,Phoenix,18.8
2023-12-15,Phoenix,3.2
2023-09-16,Phoenix,10.8
2023-07-09,Austin,37.3
,Austin,12.2
2023-07-08,Seattle,1.6
,Austin,0.3
2023-12-02,Austin,17.7
2023-09-19,Phoenix,7.1
2023-02-19,Seattle,8.0
,New York,25.9
2023-02-12,Austin,27.1
2023-10-26,Phoenix,4.3
2023-02-28,San Diego,15.0
2023-01-06,San Diego,8.2
2023-11-21,New York,2.2
2023-04-24,,13.9
2023-02-16,San Diego,
2023-04-15,Seattle,14.8
2023-01-14,Seattle,10.4
2023-06-23,Seattle,25.9
,Seattle,14.2
2023-10-22,San Diego,2.7
2023-07-19,Austin,28.8
2023-02-07,San Diego,9.2
2023-03-12,New York,12.1
2023-10-12,New York,7.3
2023-09-11,Seattle,19.6
2023-12-28,,13.0
2023-03-27,Austin,26.4
2023-07-26,Seattle,21.4
2023-06-07,New York,
2023-06-27,Seattle,33.1
2023-12-31,Seattle,28.0
2023-10-15,Phoenix,12.2
2023-09-18,New York,2.1
,Phoenix,7.5
2023-09-10,Phoenix,
2023-07-21,San Diego,8.4
,New York,37.1
,Phoenix,39.6
,Austin,38.5
2023-11-08,Seattle,2.4
2023-11-04,San Diego,24.2
2023-06-09,New York,10.7
2023-06-01,Seattle,13.0
2023-12-13,,31.2
2023-03-11,Austin,31.3
,Austin,29.5
2023-06-06,Phoenix,26.0
2023-07-20,San Diego,9.4
2023-12-05,New York,26.8
2023-12-05,Phoenix,24.5
2023-07-02,San Diego,25.5
2023-03-08,Austin,24.7
,Phoenix,38.8
,Phoenix,
2023-10-05,Phoenix,
2023-08-29,Phoenix,9.2
2023-12-27,San Diego,4.5
2023-08-15,Seattle,10.4
2023-06-14,,23.0
2023-12-17,Austin,28.1
2023-11-16,San Diego,26.7
2023-04-28,Phoenix,31.5
2023-05-03,Austin,35.2
2023-06-09,New York,14.0
2023-12-19,,5.6
,,35.0
2023-06-27,Phoenix,25.5
,San Diego,14.0
2023-11-11,San Diego,2.6
2023-06-26,San Diego,23.5
2023-09-06,Phoenix,15.3
2023-08-26,San Diego,25.4
2023-05-01,,
2023-08-26,Phoenix,4.5
2023-06-07,Seattle,5.4
,Seattle,13.7
,,36.7
2023-09-08,San Diego,11.2
2023-03-30,Seattle,
2023-01-11,Austin,5.8
2023-08-16,New York,5.6
,Austin,8.8
,Phoenix,
2023-09-13,Seattle,11.7
2023-03-24,,4.9
,Austin,29.2
2023-01-01,Seattle,14.3
2023-12-16,Seattle,8.5
2023-11-17,Phoenix,17.2
2023-08-29,Phoenix,
2023-07-02,Phoenix,18.5
2023-04-10,San Diego,23.7
2023-06-25,New York,35.5
2023-07-05,Phoenix,9.5
2023-12-14,Phoenix,26.1
2023-06-10,Seattle,39.7
2023-05-08,,
,Austin,6.6
2023-07-28,San Diego,33.6
2023-08-09,Seattle,39.3
2023-11-03,San Diego,22.4
2023-07-28,Phoenix,19.0
2023-01-04,Seattle,34.2
2023-11-10,Phoenix,28.4
2023-10-15,Seattle,38.6
2023-04-09,New York,17.8
,San Diego,20.1
2023-07-04,Austin,0.5
2023-05-31,Phoenix,17.7
2023-09-29,New York,21.9
2023-10-16,Austin,
2023-10-06,San Diego,35.5
2023-01-02,Seattle,25.9
2023-02-01,Phoenix,3.1
2023-01-08,New York,30.7
2023-03-04,Austin,13.3
,San Diego,6.1
2023-12-28,Phoenix,38.4
2023-02-23,San Diego,6.6
2023-10-16,San Diego,0.7
2023-03-17,New York,
2023-12-27,San Diego,21.6
2023-11-28,New York,20.5
2023-05-14,Seattle,30.9
2023-06-19,Phoenix,21.1
2023-08-29,Seattle,2.3
2023-10-06,,37.5
2023-01-04,Seattle,7.2
2023-10-21,Phoenix,
2023-06-02,San Diego,
2023-08-02,Austin,5.7
2023-05-10,Seattle,9.7
2023-05-12,Austin,35.3
2023-06-01,Phoenix,7.9
2023-06-02,Phoenix,32.1
2023-03-07,San Diego,16.4
2023-07-28,New York,23.1
2023-08-12,Seattle,25.6
2023-11-11,San Diego,24.3
2023-02-18,New York,1.8
2023-12-30,Phoenix,15.6
2023-07-15,Phoenix,14.0
2023-04-25,New York,5.9
2023-05-14,San Diego,1.9
2023-09-09,,28.0
2023-06-25,Austin,
2023-01-07,Austin,
2023-07-28,New York,1.4
2023-04-17,Austin,12.2
,San Diego,7.2
2023-02-19,San Diego,17.9
2023-05-18,Phoenix,4.9
,Phoenix,37.4
2023-10-19,Phoenix,9.2
2023-09-05,Austin,1.7
2023-04-28,Phoenix,18.3
2023-03-27,Seattle,2.9
2023-09-23,,3.1
2023-02-02,,34.1
2023-05-06,Phoenix,18.4
2023-07-16,Phoenix,31.2
2023-07-20,Seattle,37.6
2023-03-11,Seattle,34.0
2023-05-03,San Diego,27.5
2023-01-21,Austin,23.7
2023-04-17,Phoenix,20.3
2023-04-11,San Diego,37.5
2023-06-29,New York,21.0
2023-08-27,Phoenix,25.9
2023-06-12,Austin,21.1
,Phoenix,22.8
2023-04-30,,
,Austin,
,San Diego,9.4
2023-02-01,Phoenix,11.6
2023-06-29,San Diego,20.8
2023-04-22,New York,
2023-07-04,San Diego,14.0
2023-03-09,Austin,34.8
2023-11-26,New York,25.4
2023-10-12,New York,28.1
2023-12-08,San Diego,4.7
2023-12-22,,33.4
2023-09-02,San Diego,21.2
2023-09-08,Phoenix,6.9
2023-04-01,Phoenix,32.0
2023-12-10,San Diego,1.6
,,5.6
,,17.6
2023-06-18,Austin,12.2
2023-11-04,Phoenix,13.2
2023-01-14,Phoenix,0.6
2023-06-12,Austin,28.5
2023-09-10,Seattle,25.1
2023-01-12,Phoenix,14.1
2023-02-03,San Diego,31.3
2023-11-13,San Diego,14.2
2023-04-25,Austin,13.4
2023-02-16,San Diego,31.3
2023-06-23,Phoenix,20.6
2023-03-27,Austin,
,Austin,12.5
2023-07-01,Phoenix,11.9
2023-08-26,,
2023-12-29,New York,31.7
2023-02-19,Austin,0.6
,San Diego,24.5
,Phoenix,12.1
2023-06-02,San Diego,
2023-07-08,Austin,35.3
2023-06-28,Seattle,4.5
2023-07-16,San Diego,27.0
2023-05-31,Phoenix,20.9
2023-08-23,New York,
2023-09-07,San Diego,38.9
2023-07-15,Seattle,26.0
2023-05-07,Austin,
2023-05-29,,21.6
2023-07-22,Austin,24.6
2023-08-12,New York,17.3
2023-06-07,San Diego,35.2
,Seattle,1.1
2023-11-10,Phoenix,36.0
2023-07-29,San Diego,7.2
2023-08-29,Phoenix,22.6
2023-01-13,New York,30.2
2023-03-05,New York,14.3
2023-02-28,Seattle,
2023-01-14,San Diego,13.5
2023-01-11,New York,6.5
2023-03-29,San Diego,31.9
,Austin,4.1
2023-05-19,San Diego,
2023-05-16,,3.2
2023-02-21,,7.6
2023-11-13,Austin,0.7
2023-03-21,Phoenix,
2023-09-10,San Diego,32.6
2023-09-25,New York,35.3
2023-10-04,San Diego,16.3
,San Diego,16.3
,,29.8
2023-07-29,San Diego,20.5
2023-01-16,New York,8.5
2023-09-19,Phoenix,1.1
2023-02-18,Phoenix,13.7
2023-03-30,San Diego,16.8
2023-12-01,San Diego,29.9
2023-07-13,,26.7
2023-05-27,Austin,
2023-08-14,Phoenix,
2023-08-20,Austin,10.1
2023-03-27,,16.9
,San Diego,26.8
,New York,
,Seattle,23.8
,Austin,11.0
2023-08-11,Phoenix,22.8
2023-08-21,Austin,29.8
2023-06-30,Austin,38.5
2023-11-14,Austin,32.1
2023-09-27,San Diego,8.7
2023-07-02,New York,
2023-02-20,Phoenix,27.1
,Seattle,34.1
2023-02-11,San Diego,4.2
2023-11-15,Seattle,34.4
2023-01-14,Austin,3.7
2023-12-03,Phoenix,11.0
2023-10-17,San Diego,29.6
,Austin,16.9
2023-09-25,San Diego,12.5
2023-06-22,San Diego,33.9
2023-03-23,Austin,32.9
2023-03-20,Phoenix,
2023-10-05,Seattle,15.7
2023-06-14,San Diego,
2023-05-02,Seattle,17.6
2023-02-13,,9.5
2023-07-14,,13.7
2023-02-14,Austin,18.6
2023-03-21,,2.6
2023-04-11,Phoenix,23.2
2023-06-08,Austin,27.4
2023-12-22,Phoenix,37.9
,Austin,6.0
2023-04-13,Phoenix,
2023-10-01,Austin,22.3
2023-11-19,Seattle,16.3
2023-09-27,Austin,20.6
2023-02-20,San Diego,27.0
2023-07-18,,19.6
2023-12-10,New York,18.6
2023-03-27,,18.3
,Austin,20.9
2023-07-14,Austin,26.5
2023-04-26,San Diego,31.0
2023-06-29,New York,
2023-04-12,San Diego,
2023-03-24,San Diego,30.4
2023-04-29,Phoenix,2.8
2023-09-25,Seattle,20.9
2023-05-24,Phoenix,39.9
2023-04-07,San Diego,30.5
2023-05-28,,18.1
2023-01-04,Phoenix,29.2
,New York,9.4
2023-11-28,Phoenix,38.3
2023-07-06,Austin,16.0
2023-02-22,Seattle,14.1
2023-10-17,Seattle,21.3
2023-11-26,Austin,13.9
2023-08-08,San Diego,12.4
2023-12-23,Austin,39.9
2023-06-19,,34.6
2023-03-22,New York,13.7
2023-05-17,Seattle,6.8
2023-04-04,Austin,10.8
2023-09-07,,
2023-01-24,San Diego,16.7
2023-04-24,Phoenix,32.1
,New York,9.9
2023-06-02,Austin,20.2
2023-04-22,Austin,6.5
2023-08-09,Seattle,22.6
2023-04-13,Phoenix,6.2
2023-01-15,Austin,36.2
2023-09-01,Phoenix,25.4
2023-04-05,Phoenix,31.8
2023-11-02,Phoenix,4.8
2023-11-04,,19.5
2023-11-09,Seattle,4.9
2023-10-23,New York,11.7
2023-12-06,Seattle,
2023-08-15,San Diego,36.1
2023-02-27,Phoenix,9.8
2023-01-30,San Diego,4.1
2023-11-04,San Diego,15.8
2023-06-16,New York,13.9
2023-11-06,San Diego,
2023-05-26,Phoenix,34.2
2023-05-07,New York,24.8
2023-01-09,Seattle,39.8
,San Diego,10.0
2023-06-01,San Diego,16.5
,Phoenix,7.2
2023-04-13,New York,8.4
2023-12-01,San Diego,22.9
2023-01-15,New York,23.5
2023-12-25,Austin,17.5
2023-11-11,Phoenix,11.4
,New York,3.2
2023-10-13,San Diego,6.4
2023-11-16,Austin,
2023-07-11,New York,
2023-03-05,Austin,9.6
2023-11-17,,13.4
2023-06-27,Austin,12.8
2023-05-20,Phoenix,
,New York,35.8
2023-03-22,San Diego,32.8
2023-07-25,New York,35.1
2023-09-02,Seattle,26.4
2023-06-15,Seattle,38.6
2023-05-04,New York,12.9
2023-01-29,Phoenix,20.2
2023-05-29,Austin,31.0
2023-09-23,Austin,3.7
2023-07-01,New York,25.9
2023-07-19,San Diego,25.6
2023-09-27,San Diego,34.2
,San Diego,37.8
2023-03-23,Seattle,
2023-04-24,New York,0.0
2023-01-31,,25.4
2023-02-26,New York,31.8
2023-09-26,Phoenix,
2023-01-24,,
2023-09-07,San Diego,23.6
2023-01-19,Austin,27.7
2023-11-13,Seattle,26.9
2023-02-15,Seattle,31.0
2023-09-24,Seattle,
2023-03-18,New York,16.2
2023-12-31,New York,9.5
2023-10-10,San Diego,2.7
2023-04-23,Seattle,28.7
2023-11-24,San Diego,0.8
2023-03-12,,36.2
2023-05-18,San Diego,4.6
2023-09-22,New York,15.1
2023-10-25,New York,25.2
2023-01-22,Austin,35.5
2023-04-30,Seattle,16.5
2023-03-19,New York,6.8
2023-12-01,Phoenix,22.0
2023-12-15,Phoenix,11.2
2023-06-20,Seattle,33.2
2023-04-30,New York,
2023-10-13,Phoenix,12.6
2023-03-07,New York,39.6
,,33.8
2023-11-28,Seattle,31.4
2023-05-14,Phoenix,25.5
2023-05-02,Seattle,6.1
2023-08-05,Austin,35.5
2023-03-08,Austin,34.0
2023-10-29,San Diego,27.2
2023-04-27,New York,25.9
2023-10-25,New York,32.9
2023-08-03,Austin,12.4
2023-10-15,San Diego,0.3
,,14.9
2023-11-14,New York,2.1
2023-08-09,Phoenix,6.0
2023-04-19,,23.9
2023-10-22,New York,
2023-04-28,San Diego,0.5
2023-11-04,Phoenix,18.8
2023-07-13,New York,8.0
2023-06-12,Phoenix,16.7
2023-07-06,Austin,18.3
2023-07-30,Phoenix,27.2
2023-12-19,Austin,10.7
2023-05-12,Seattle,35.9
,Seattle,12.7
2023-07-02,Seattle,1.8
,Phoenix,9.2
2023-03-22,Phoenix,31.2
2023-05-10,San Diego,
2023-07-31,Seattle,8.0
2023-03-24,New York,26.3
2023-07-29,Phoenix,30.0
2023-08-14,,13.0
2023-11-13,San Diego,25.0
2023-08-20,San Diego,12.7
2023-12-06,Austin,15.0
2023-05-21,Seattle,17.7
2023-08-15,Seattle,12.4
,Phoenix,18.7
2023-12-04,Seattle,25.7
2023-08-16,Seattle,14.1
2023-07-19,Seattle,1.6
2023-10-14,Phoenix,38.8
2023-06-13,Seattle,30.5
2023-12-01,,12.5
2023-10-09,Seattle,28.5
2023-07-26,Phoenix,28.9
2023-07-12,Seattle,37.1
2023-10-09,,1.9
2023-10-28,,9.5
2023-05-06,New York,17.3
2023-12-02,Austin,0.8
2023-12-16,New York,6.3
2023-04-04,San Diego,24.3
2023-02-11,Phoenix,21.1
2023-01-05,Phoenix,29.7
2023-07-11,Austin,22.0
2023-05-21,Austin,2.2
,,11.2
2023-08-08,New York,9.2
2023-07-10,Seattle,4.7
2023-12-21,Seattle,10.0
2023-06-21,Seattle,
2023-01-12,Seattle,4.4
2023-06-29,Seattle,14.1
2023-09-30,New York,0.6
2023-04-09,Austin,36.5
2023-04-12,Austin,0.3
2023-08-20,Seattle,18.9
2023-05-06,Seattle,
2023-06-03,New York,6.5
2023-05-16,Austin,31.9
2023-05-25,New York,35.3
,Austin,
2023-03-01,Seattle,22.1
2023-11-02,Seattle,22.8
,Phoenix,17.7
2023-06-08,Phoenix,9.4
2023-12-04,Seattle,38.1
2023-05-31,Austin,8.3
2023-03-01,Phoenix,
2023-10-11,Phoenix,19.0
2023-06-14,Phoenix,31.6
2023-10-14,San Diego,25.2
2023-09-19,Phoenix,22.9
2023-07-07,New York,7.0
,Phoenix,23.6
2023-09-06,San Diego,24.2
2023-06-10,Austin,17.9
2023-10-18,Austin,39.2
2023-10-02,New York,6.9
2023-02-14,Austin,27.9
2023-02-09,Seattle,21.1
2023-12-18,San Diego,3.5
2023-02-05,Phoenix,18.1
2023-06-09,Seattle,27.3
2023-05-13,Austin,10.3
2023-07-05,Austin,7.5
,San Diego,37.6
,Austin,2.7
2023-08-19,New York,7.2
2023-08-07,Seattle,28.3
2023-12-13,Austin,18.8
2023-11-01,Austin,14.5
2023-11-18,Austin,8.6
2023-01-30,San Diego,
2023-12-14,,8.7
2023-11-07,New York,19.9
2023-01-07,Austin,31.5
,Seattle,33.3
,San Diego,
2023-05-03,San Diego,
2023-11-25,Phoenix,20.5
2023-05-11,New York,19.0
2023-10-01,Austin,8.4
2023-07-21,New York,18.6
2023-10-20,New York,12.4
2023-09-25,San Diego,18.9
2023-01-20,Seattle,14.2
2023-05-08,New York,30.8
2023-09-22,Seattle,17.2
2023-09-19,Austin,7.6
,New York,24.8
2023-08-22,Austin,
2023-11-02,Seattle,21.6
2023-10-20,Phoenix,17.9
,San Diego,18.4
2023-06-22,Austin,24.7
2023-03-29,Phoenix,20.3
2023-01-22,Austin,22.2
2023-08-08,Phoenix,18.2
,San Diego,21.5
2023-07-20,New York,16.3
2023-12-23,,18.5
2023-06-21,Seattle,28.3
2023-04-21,San Diego,12.5
2023-06-16,Seattle,
2023-10-03,Austin,11.2
2023-04-06,New York,
2023-04-09,Seattle,
2023-06-05,Seattle,7.2
2023-06-06,Seattle,23.6
2023-05-27,Seattle,24.2
2023-12-14,Austin,4.9
2023-10-16,Austin,2.9
2023-11-07,,35.5
,,36.8
2023-04-04,New York,21.7
2023-06-15,Seattle,23.6
2023-08-30,Phoenix,24.1
2023-03-26,Phoenix,6.8
2023-02-06,New York,22.9
2023-06-25,New York,31.5
2023-09-24,,29.7
2023-12-23,Austin,5.0
2023-04-13,Phoenix,32.9
2023-11-27,San Diego,2.6
,Phoenix,4.8
2023-06-17,Austin,7.7
2023-06-14,San Diego,14.1
2023-11-10,New York,38.8
2023-06-16,San Diego,30.7
2023-09-28,Austin,20.4
2023-07-25,New York,
2023-12-29,New York,24.3
2023-11-28,Austin,33.6
,New York,0.3
,New York,4.0
2023-01-18,San Diego,37.9
2023-03-25,Austin,28.8
2023-06-29,Seattle,14.3
2023-05-08,Austin,30.5
2023-10-06,Austin,3.0
2023-11-22,Phoenix,
2023-11-08,Austin,18.4
,San Diego,
2023-04-24,San Diego,18.8
2023-07-23,New York,8.7
2023-11-14,San Diego,37.1
2023-09-23,,31.2
2023-07-06,San Diego,
2023-05-13,,30.9
2023-09-07,New York,28.8
2023-06-10,Austin,18.5
2023-03-23,Phoenix,14.5
2023-03-10,Seattle,29.4
2023-12-28,San Diego,12.6
2023-03-15,San Diego,13.8
2023-02-09,New York,7.6
2023-06-02,Austin,11.1
2023-05-07,,3.2
2023-10-29,San Diego,32.6
2023-05-31,New York,4.5
2023-02-24,Phoenix,26.7
2023-12-07,Phoenix,19.7
2023-03-01,Austin,29.5
2023-02-20,Austin,28.4
2023-01-11,New York,27.4
2023-09-18,,36.2
,Seattle,8.5
2023-09-14,Phoenix,17.1
,Phoenix,37.4
2023-03-02,Seattle,32.0
2023-12-09,Phoenix,2.6
2023-04-20,Phoenix,14.8
2023-04-02,Seattle,16.3
2023-12-01,,2.5
2023-10-11,San Diego,38.7
2023-07-31,Phoenix,33.9
2023-12-06,,26.1
2023-10-06,Phoenix,2.9
2023-07-01,Austin,32.9
2023-03-27,New York,39.1
2023-07-18,San Diego,11.0
2023-10-06,Seattle,28.4
2023-01-01,New York,7.4
2023-06-21,Phoenix,29.3
2023-04-15,Austin,37.3
,,28.8
2023-10-24,Seattle,3.5
2023-02-25,San Diego,27.0
2023-05-30,New York,10.9
2023-10-21,San Diego,18.5
2023-08-06,Seattle,30.8
2023-06-23,Seattle,9.0
2023-05-27,San Diego,14.0
2023-08-01,San Diego,31.4
2023-03-05,San Diego,14.7
2023-11-30,Seattle,1.7
2023-06-03,Phoenix,39.9
,Seattle,17.1
2023-09-07,New York,8.4
2023-08-18,San Diego,
2023-07-28,San Diego,21.8
2023-02-09,,12.0
2023-12-06,New York,35.6
2023-06-16,San Diego,10.9
,Austin,
2023-05-21,,38.2
2023-11-10,Austin,11.2
2023-06-22,San Diego,38.5
2023-02-25,Phoenix,26.3
2023-06-26,Seattle,40.0
2023-02-26,Phoenix,16.8
2023-08-25,Austin,33.7
2023-04-02,New York,
2023-05-26,San Diego,37.7
2023-10-13,San Diego,16.6
2023-04-07,Phoenix,29.7
2023-04-13,Austin,18.8
2023-01-19,San Diego,33.8
2023-05-16,San Diego,26.0
2023-06-12,Austin,26.9
,Phoenix,38.6
2023-02-01,New York,33.5
2023-02-28,Austin,20.5
2023-07-06,Seattle,13.9
2023-11-05,Seattle,6.9
2023-03-20,San Diego,11.4
2023-05-25,New York,13.7
2023-03-13,New York,35.2
2023-02-18,Seattle,35.0
2023-06-01,New York,10.1
2023-05-02,Phoenix,
2023-09-22,,32.2
2023-02-16,New York,21.8
2023-07-26,Seattle,28.9
2023-06-18,Austin,30.8
2023-03-27,San Diego,9.5
2023-03-06,San Diego,29.8
2023-02-12,New York,36.5
2023-05-14,Seattle,3.4
2023-10-01,San Diego,
2023-12-14,Seattle,
2023-03-27,Seattle,18.3
2023-10-18,San Diego,38.7
2023-10-26,Austin,
2023-05-22,Austin,37.8
2023-06-06,,29.1
2023-06-21,San Diego,30.9
2023-03-26,San Diego,26.6
2023-12-20,San Diego,31.1
2023-12-27,Seattle,
2023-05-02,New York,33.4
2023-05-23,San Diego,7.3
2023-06-04,Seattle,16.9
2023-03-15,San Diego,27.7
2023-11-01,Phoenix,34.1
2023-11-11,New York,15.0
2023-02-26,San Diego,2.9
,San Diego,1.5
2023-05-16,Phoenix,9.6
2023-01-05,Austin,9.9
2023-11-24,Phoenix,36.4
2023-03-18,Phoenix,30.0
2023-03-15,Seattle,1.2
2023-10-01,New York,5.6
2023-03-12,San Diego,
2023-10-20,New York,10.8
2023-11-12,Phoenix,25.5
2023-03-10,Austin,10.4
2023-10-05,Seattle,1.7
2023-12-16,San Diego,4.1
2023-02-06,San Diego,4.2
2023-08-01,Austin,6.3
2023-10-11,Seattle,18.4
2023-11-12,Austin,38.8
2023-08-01,Phoenix,1.3
